CustomerID,Frequency,Monetary,Recency,Cluster,CustomerSegment,AvgOrderValue,CustomerLifeSpan,PurchaseRate,CLV,LogFrequency,LogRecency
12499.0,1,393.72,195,1,Active Customers,393.72,196,0.00510204081632653,2.0087755102040816,0.6931471805599453,5.278114659230518
12500.0,8,1697.39,70,0,At Risk Customers,212.17375,71,0.11267605633802817,191.25521126760566,2.1972245773362196,4.2626798770413155
12503.0,1,1126.0,219,1,Active Customers,1126.0,220,0.004545454545454545,5.118181818181818,0.6931471805599453,5.393627546352361
12504.0,2,297.0,52,0,At Risk Customers,148.5,53,0.03773584905660377,11.20754716981132,1.0986122886681096,3.970291913552122
12505.0,1,955.2,43,0,At Risk Customers,955.2,44,0.022727272727272728,21.70909090909091,0.6931471805599453,3.784189633918261
12507.0,1,539.25,219,1,Active Customers,539.25,220,0.004545454545454545,2.4511363636363637,0.6931471805599453,5.393627546352361
12510.0,7,4195.45,94,0,At Risk Customers,599.35,95,0.07368421052631578,309.13842105263154,2.0794415416798357,4.553876891600541
12511.0,1,3084.02,63,0,At Risk Customers,3084.02,64,0.015625,48.1878125,0.6931471805599453,4.1588830833596715
12514.0,1,580.08,276,1,Active Customers,580.08,277,0.0036101083032490976,2.094151624548737,0.6931471805599453,5.6240175061873385
12516.0,2,1336.56,65,0,At Risk Customers,668.28,66,0.030303030303030304,40.50181818181818,1.0986122886681096,4.189654742026425
12519.0,1,385.7,111,0,At Risk Customers,385.7,112,0.008928571428571428,3.4437499999999996,0.6931471805599453,4.718498871295094
12525.0,3,973.73,133,0,At Risk Customers,324.57666666666665,134,0.022388059701492536,21.79992537313433,1.3862943611198906,4.897839799950911
12527.0,2,386.8,129,0,At Risk Customers,193.4,130,0.015384615384615385,5.9507692307692315,1.0986122886681096,4.867534450455582
12529.0,1,316.48,163,1,Active Customers,316.48,164,0.006097560975609756,1.9297560975609758,0.6931471805599453,5.099866427824199
12530.0,5,2096.98,50,0,At Risk Customers,419.396,51,0.09803921568627451,205.58627450980393,1.791759469228055,3.9318256327243257
12531.0,1,1807.98,321,1,Active Customers,1807.98,322,0.003105590062111801,5.614844720496894,0.6931471805599453,5.7745515455444085
12533.0,2,1367.89,262,1,Active Customers,683.945,263,0.0076045627376425855,10.402205323193916,1.0986122886681096,5.572154032177765
12537.0,1,732.94,43,0,At Risk Customers,732.94,44,0.022727272727272728,16.657727272727275,0.6931471805599453,3.784189633918261
12538.0,1,276.5,13,0,At Risk Customers,276.5,14,0.07142857142857142,19.75,0.6931471805599453,2.639057329615259
12539.0,3,5646.400000000001,85,0,At Risk Customers,1882.1333333333334,86,0.03488372093023256,196.96744186046513,1.3862943611198906,4.454347296253507
12542.0,2,481.88,119,0,At Risk Customers,240.94,120,0.016666666666666666,8.031333333333333,1.0986122886681096,4.787491742782046
12543.0,1,980.25,83,0,At Risk Customers,980.25,84,0.011904761904761904,11.669642857142856,0.6931471805599453,4.430816798843313
12547.0,1,175.78,135,0,At Risk Customers,175.78,136,0.007352941176470588,1.2925,0.6931471805599453,4.912654885736052
12549.0,6,1575.68,210,1,Active Customers,262.61333333333334,211,0.02843601895734597,44.8060663507109,1.9459101490553132,5.351858133476067
12553.0,2,916.47,20,0,At Risk Customers,458.235,21,0.09523809523809523,87.28285714285714,1.0986122886681096,3.044522437723423
12554.0,1,468.5,83,0,At Risk Customers,468.5,84,0.011904761904761904,5.577380952380952,0.6931471805599453,4.430816798843313
12555.0,1,129.23,317,1,Active Customers,129.23,318,0.0031446540880503146,0.40638364779874214,0.6931471805599453,5.762051382780177
12562.0,2,1185.18,20,0,At Risk Customers,592.59,21,0.09523809523809523,112.87428571428572,1.0986122886681096,3.044522437723423
12563.0,1,249.24,43,0,At Risk Customers,249.24,44,0.022727272727272728,5.664545454545455,0.6931471805599453,3.784189633918261
12568.0,1,70.0,279,1,Active Customers,70.0,280,0.0035714285714285713,0.25,0.6931471805599453,5.634789603169249
12570.0,1,77.52,317,1,Active Customers,77.52,318,0.0031446540880503146,0.24377358490566037,0.6931471805599453,5.762051382780177
12573.0,4,556.87,16,0,At Risk Customers,139.2175,17,0.23529411764705882,131.02823529411765,1.6094379124341003,2.833213344056216
12575.0,2,622.8199999999999,92,0,At Risk Customers,311.40999999999997,93,0.021505376344086023,13.393978494623656,1.0986122886681096,4.532599493153256
12576.0,3,826.89,27,0,At Risk Customers,275.63,28,0.10714285714285714,88.59535714285714,1.3862943611198906,3.332204510175204
12577.0,5,990.5,16,0,At Risk Customers,198.1,17,0.29411764705882354,291.3235294117647,1.791759469228055,2.833213344056216
12578.0,2,1847.94,20,0,At Risk Customers,923.97,21,0.09523809523809523,175.99428571428572,1.0986122886681096,3.044522437723423
12580.0,1,637.2,211,1,Active Customers,637.2,212,0.0047169811320754715,3.0056603773584905,0.6931471805599453,5.356586274672012
12582.0,2,1469.04,57,0,At Risk Customers,734.52,58,0.034482758620689655,50.65655172413793,1.0986122886681096,4.060443010546419
12586.0,3,1865.73,9,0,At Risk Customers,621.91,10,0.3,559.7189999999999,1.3862943611198906,2.302585092994046
12588.0,3,743.88,34,0,At Risk Customers,247.96,35,0.08571428571428572,63.76114285714286,1.3862943611198906,3.5553480614894135
12589.0,6,4048.98,56,0,At Risk Customers,674.83,57,0.10526315789473684,426.2084210526316,1.9459101490553132,4.04305126783455
12591.0,2,886.1,25,0,At Risk Customers,443.05,26,0.07692307692307693,68.16153846153847,1.0986122886681096,3.258096538021482
12592.0,3,2145.06,154,1,Active Customers,715.02,155,0.01935483870967742,41.51729032258065,1.3862943611198906,5.043425116919247
12594.0,5,1751.89,13,0,At Risk Customers,350.37800000000004,14,0.35714285714285715,625.6750000000002,1.791759469228055,2.639057329615259
12595.0,1,299.02,139,1,Active Customers,299.02,140,0.007142857142857143,2.1358571428571427,0.6931471805599453,4.941642422609304
12598.0,3,1511.01,98,0,At Risk Customers,503.67,99,0.030303030303030304,45.78818181818182,1.3862943611198906,4.59511985013459
12599.0,6,1264.14,16,0,At Risk Customers,210.69000000000003,17,0.35294117647058826,446.1670588235295,1.9459101490553132,2.833213344056216
12601.0,1,104.19999999999999,39,0,At Risk Customers,104.19999999999999,40,0.025,2.605,0.6931471805599453,3.6888794541139363
12605.0,4,1232.95,11,0,At Risk Customers,308.2375,12,0.3333333333333333,410.98333333333335,1.6094379124341003,2.4849066497880004
12606.0,1,21.0,317,1,Active Customers,21.0,318,0.0031446540880503146,0.0660377358490566,0.6931471805599453,5.762051382780177
12608.0,1,415.79,39,0,At Risk Customers,415.79,40,0.025,10.394750000000002,0.6931471805599453,3.6888794541139363
12613.0,5,3472.9900000000002,23,0,At Risk Customers,694.5980000000001,24,0.20833333333333334,723.5395833333334,1.791759469228055,3.1780538303479458
12615.0,4,3449.79,48,0,At Risk Customers,862.4475,49,0.08163265306122448,281.6155102040816,1.6094379124341003,3.8918202981106265
12616.0,1,417.8,23,0,At Risk Customers,417.8,24,0.041666666666666664,17.40833333333333,0.6931471805599453,3.1780538303479458
12619.0,1,140.14,195,1,Active Customers,140.14,196,0.00510204081632653,0.7149999999999999,0.6931471805599453,5.278114659230518
12623.0,6,3442.7400000000002,51,0,At Risk Customers,573.7900000000001,52,0.11538461538461539,397.23923076923086,1.9459101490553132,3.9512437185814275
12625.0,2,2481.06,144,1,Active Customers,1240.53,145,0.013793103448275862,34.22151724137931,1.0986122886681096,4.976733742420574
12629.0,2,1558.22,20,0,At Risk Customers,779.11,21,0.09523809523809523,148.40190476190475,1.0986122886681096,3.044522437723423
12631.0,5,2841.07,91,0,At Risk Customers,568.214,92,0.05434782608695652,154.40597826086957,1.791759469228055,4.5217885770490405
12632.0,2,804.88,155,1,Active Customers,402.44,156,0.01282051282051282,10.318974358974359,1.0986122886681096,5.049856007249537
12633.0,3,3514.18,17,0,At Risk Customers,1171.3933333333332,18,0.16666666666666666,585.6966666666665,1.3862943611198906,2.8903717578961645
12634.0,2,490.0,170,1,Active Customers,245.0,171,0.011695906432748537,5.730994152046783,1.0986122886681096,5.14166355650266
12635.0,2,1241.23,27,0,At Risk Customers,620.615,28,0.07142857142857142,88.65928571428572,1.0986122886681096,3.332204510175204
12636.0,1,141.0,373,1,Active Customers,141.0,374,0.00267379679144385,0.37700534759358284,0.6931471805599453,5.924255797414532
12637.0,4,2280.91,13,0,At Risk Customers,570.2275,14,0.2857142857142857,651.6885714285713,1.6094379124341003,2.639057329615259
12638.0,1,249.8,274,1,Active Customers,249.8,275,0.0036363636363636364,0.9083636363636364,0.6931471805599453,5.616771097666572
12639.0,2,826.27,69,0,At Risk Customers,413.135,70,0.02857142857142857,23.607714285714284,1.0986122886681096,4.248495242049359
12644.0,3,1440.58,65,0,At Risk Customers,480.1933333333333,66,0.045454545454545456,65.4809090909091,1.3862943611198906,4.189654742026425
12645.0,4,1764.12,44,0,At Risk Customers,441.03,45,0.08888888888888889,156.81066666666666,1.6094379124341003,3.8066624897703196
12648.0,3,793.95,72,0,At Risk Customers,264.65000000000003,73,0.0410958904109589,32.62808219178082,1.3862943611198906,4.290459441148391
12649.0,5,1671.1399999999999,17,0,At Risk Customers,334.22799999999995,18,0.2777777777777778,464.2055555555555,1.791759469228055,2.8903717578961645
12651.0,3,263.75,13,0,At Risk Customers,87.91666666666667,14,0.21428571428571427,56.51785714285714,1.3862943611198906,2.639057329615259
12652.0,1,97.05000000000001,69,0,At Risk Customers,97.05000000000001,70,0.014285714285714285,1.3864285714285716,0.6931471805599453,4.248495242049359
12653.0,1,1950.98,161,1,Active Customers,1950.98,162,0.006172839506172839,12.043086419753086,0.6931471805599453,5.087596335232384
12655.0,1,261.35,58,0,At Risk Customers,261.35,59,0.01694915254237288,4.429661016949153,0.6931471805599453,4.07753744390572
12656.0,3,2356.66,60,0,At Risk Customers,785.5533333333333,61,0.04918032786885246,115.90131147540983,1.3862943611198906,4.110873864173311
12661.0,1,162.0,71,0,At Risk Customers,162.0,72,0.013888888888888888,2.25,0.6931471805599453,4.276666119016055
12663.0,2,239.4,259,1,Active Customers,119.7,260,0.007692307692307693,1.8415384615384618,1.0986122886681096,5.560681631015528
12664.0,2,1188.16,149,1,Active Customers,594.08,150,0.013333333333333334,15.842133333333335,1.0986122886681096,5.0106352940962555
12665.0,2,250.6,52,0,At Risk Customers,125.3,53,0.03773584905660377,9.456603773584906,1.0986122886681096,3.970291913552122
12666.0,1,1248.42,29,0,At Risk Customers,1248.42,30,0.03333333333333333,41.614000000000004,0.6931471805599453,3.4011973816621555
12670.0,2,764.24,20,0,At Risk Customers,382.12,21,0.09523809523809523,72.78476190476191,1.0986122886681096,3.044522437723423
12671.0,1,2622.481,241,1,Active Customers,2622.481,242,0.004132231404958678,10.83669834710744,0.6931471805599453,5.488937726156687
12672.0,1,211.15,230,1,Active Customers,211.15,231,0.004329004329004329,0.9140692640692641,0.6931471805599453,5.442417710521793
12673.0,1,619.5,36,0,At Risk Customers,619.5,37,0.02702702702702703,16.743243243243246,0.6931471805599453,3.6109179126442243
12675.0,2,957.25,188,1,Active Customers,478.625,189,0.010582010582010581,10.12962962962963,1.0986122886681096,5.241747015059643
12676.0,5,1511.7,43,0,At Risk Customers,302.34000000000003,44,0.11363636363636363,171.78409090909093,1.791759469228055,3.784189633918261
12677.0,2,395.1,190,1,Active Customers,197.55,191,0.010471204188481676,4.137172774869111,1.0986122886681096,5.25227342804663
12686.0,1,89.14,6,0,At Risk Customers,89.14,7,0.14285714285714285,12.734285714285713,0.6931471805599453,1.9459101490553132
12687.0,2,2138.91,115,0,At Risk Customers,1069.455,116,0.017241379310344827,36.877758620689654,1.0986122886681096,4.7535901911063645
12691.0,1,134.6,55,0,At Risk Customers,134.6,56,0.017857142857142856,2.4035714285714285,0.6931471805599453,4.02535169073515
12692.0,1,110.95,272,1,Active Customers,110.95,273,0.003663003663003663,0.4064102564102564,0.6931471805599453,5.60947179518496
12693.0,3,847.11,31,0,At Risk Customers,282.37,32,0.09375,79.4165625,1.3862943611198906,3.4657359027997265
12694.0,1,973.68,56,0,At Risk Customers,973.68,57,0.017543859649122806,17.082105263157892,0.6931471805599453,4.04305126783455
12695.0,3,825.02,163,1,Active Customers,275.00666666666666,164,0.018292682926829267,15.091829268292681,1.3862943611198906,5.099866427824199
12696.0,2,851.91,69,0,At Risk Customers,425.955,70,0.02857142857142857,24.340285714285713,1.0986122886681096,4.248495242049359
12698.0,1,339.75,225,1,Active Customers,339.75,226,0.004424778761061947,1.5033185840707965,0.6931471805599453,5.420534999272286
12699.0,1,638.11,52,0,At Risk Customers,638.11,53,0.018867924528301886,12.039811320754717,0.6931471805599453,3.970291913552122
12701.0,4,1648.7,164,1,Active Customers,412.175,165,0.024242424242424242,39.96848484848485,1.6094379124341003,5.10594547390058
12703.0,3,722.98,268,1,Active Customers,240.99333333333334,269,0.011152416356877323,8.062973977695167,1.3862943611198906,5.594711379601839
12711.0,2,1339.05,246,1,Active Customers,669.525,247,0.008097165991902834,10.84251012145749,1.0986122886681096,5.5093883366279774
12717.0,1,277.93,225,1,Active Customers,277.93,226,0.004424778761061947,1.2297787610619468,0.6931471805599453,5.420534999272286
12721.0,2,1356.95,20,0,At Risk Customers,678.475,21,0.09523809523809523,129.23333333333332,1.0986122886681096,3.044522437723423
12724.0,3,1286.11,18,0,At Risk Customers,428.7033333333333,19,0.15789473684210525,203.06999999999996,1.3862943611198906,2.9444389791664403
12726.0,4,1405.5,22,0,At Risk Customers,351.375,23,0.17391304347826086,244.43478260869566,1.6094379124341003,3.1354942159291497
12727.0,3,1698.8300000000002,77,0,At Risk Customers,566.2766666666668,78,0.038461538461538464,65.3396153846154,1.3862943611198906,4.356708826689592
12728.0,1,233.84,18,0,At Risk Customers,233.84,19,0.05263157894736842,12.307368421052631,0.6931471805599453,2.9444389791664403
12730.0,1,829.25,156,1,Active Customers,829.25,157,0.006369426751592357,5.281847133757962,0.6931471805599453,5.056245805348308
12731.0,5,6879.8,77,0,At Risk Customers,1375.96,78,0.0641025641025641,441.0128205128205,1.791759469228055,4.356708826689592
12733.0,3,2040.92,24,0,At Risk Customers,680.3066666666667,25,0.12,244.9104,1.3862943611198906,3.2188758248682006
12734.0,2,529.25,9,0,At Risk Customers,264.625,10,0.2,105.85000000000001,1.0986122886681096,2.302585092994046
12737.0,2,3710.5,133,0,At Risk Customers,1855.25,134,0.014925373134328358,55.38059701492537,1.0986122886681096,4.897839799950911
12738.0,1,155.35,7,0,At Risk Customers,155.35,8,0.125,19.41875,0.6931471805599453,2.0794415416798357
12739.0,2,1713.69,20,0,At Risk Customers,856.845,21,0.09523809523809523,163.20857142857142,1.0986122886681096,3.044522437723423
12741.0,2,406.07,164,1,Active Customers,203.035,165,0.012121212121212121,4.922060606060606,1.0986122886681096,5.10594547390058
12742.0,1,1201.52,260,1,Active Customers,1201.52,261,0.0038314176245210726,4.603524904214559,0.6931471805599453,5.564520407322694
12744.0,4,4037.77,94,0,At Risk Customers,1009.4425,95,0.042105263157894736,170.01136842105262,1.6094379124341003,4.553876891600541
12745.0,3,925.41,121,0,At Risk Customers,308.46999999999997,122,0.02459016393442623,22.755983606557372,1.3862943611198906,4.804021044733257
12746.0,1,254.55,175,1,Active Customers,254.55,176,0.005681818181818182,1.4463068181818184,0.6931471805599453,5.170483995038151
12749.0,4,2806.48,34,0,At Risk Customers,701.62,35,0.11428571428571428,320.7405714285714,1.6094379124341003,3.5553480614894135
12751.0,1,268.27,79,0,At Risk Customers,268.27,80,0.0125,3.3533749999999998,0.6931471805599453,4.382026634673881
12758.0,5,7111.650000000001,94,0,At Risk Customers,1422.3300000000002,95,0.05263157894736842,374.2973684210526,1.791759469228055,4.553876891600541
12760.0,1,347.8,90,0,At Risk Customers,347.8,91,0.01098901098901099,3.8219780219780226,0.6931471805599453,4.51085950651685
12761.0,2,782.95,92,0,At Risk Customers,391.475,93,0.021505376344086023,16.837634408602153,1.0986122886681096,4.532599493153256
12763.0,1,320.08,4,0,At Risk Customers,320.08,5,0.2,64.016,0.6931471805599453,1.6094379124341003
12765.0,6,1404.58,107,0,At Risk Customers,234.09666666666666,108,0.05555555555555555,78.03222222222222,1.9459101490553132,4.68213122712422
12767.0,1,949.82,10,0,At Risk Customers,949.82,11,0.09090909090909091,86.34727272727274,0.6931471805599453,2.3978952727983707
12768.0,1,168.69000000000003,85,0,At Risk Customers,168.69000000000003,86,0.011627906976744186,1.961511627906977,0.6931471805599453,4.454347296253507
12770.0,1,1895.0,91,0,At Risk Customers,1895.0,92,0.010869565217391304,20.59782608695652,0.6931471805599453,4.5217885770490405
